event_id,date,organizer,place,artist_id,fee
2757,2023-03-03,Night Out London,Abbey Road Studios,365,24900.0
2758,2023-03-03,Hull McRoasted,Courthouse Hotel Shoreditch,280,21700.0
2759,2023-03-03,Palavarium,The Bloomsbury Ballroom,189,15100.0
2760,2023-02-17,Let's!,Dixie Queen,254,3300.0
2761,2023-05-12,Pantomime Records,Indigo at The O2,367,12400.0
2762,2023-02-04,Ultimate Entertainment Inc.,Barbican Centre,222,13100.0
2763,2023-05-31,Yes and Yes,Events @ No 6,179,8800.0
2764,2023-01-14,Night Out London,VUE West End,172,28700.0
2765,2023-02-10,The Night Sky,Hijingo,362,4500.0
2766,2023-03-05,Moshpit Gigs Ltd.,Big Belly Comedy Club,284,40100.0
2767,2023-03-05,Event and Odd,London Stadium,362,72800.0
2768,2023-01-06,The Night Sky,The Ballroom South Bank,362,21000.0
2769,2023-03-06,Mile End Move It,Eventim Apollo,295,20000.0
2770,2023-03-07,All Night Long Entertainment,Hijingo,298,24000.0
2771,2023-04-15,The Night Sky,London Stadium,410,45500.0
2772,2023-03-08,Ultimate Entertainment Inc.,The Amadeus,216,10200.0
2773,2023-01-09,The Night Sky,Copper Box Arena,208,37700.0
2774,2023-03-06,O-mega Events,VUE West End,363,39700.0
2775,2023-01-03,Moshpit Gigs Ltd.,Indigo at The O2,340,36000.0
2776,2023-03-10,Heaven & Sky,Boisdale of Canary Wharf,373,5600.0
2777,2023-03-10,Happy Hamsters,The O2,316,17300.0
2778,2023-02-26,Night Out London,Brewers Hall,8,21100.0
2779,2023-03-11,special.co.uk,Puttshack Bank,394,8500.0
2780,2023-03-11,LHC Encounters,Lexus Car Dealer Reading,372,10000.0
2781,2023-04-18,All Night Long Entertainment,Alexandra Palace,16,9400.0
2782,2023-03-16,Einstein Records,Royal Albert Hall,172,4100.0
2783,2023-03-13,Arts On End,The O2,346,22200.0
2784,2023-02-06,Event and Odd,Brewers Hall,114,39400.0
2785,2023-02-10,Excellent Experiences Corp.,Marylebone Theatre,295,9000.0
2786,2023-02-08,Excellent Experiences Corp.,The Amadeus,250,32300.0
2787,2023-03-16,Brutal Tunes Inc.,Abbey Road Studios,169,4100.0
2788,2023-03-20,Jacky Coyote,Alexandra Palace,357,39200.0
2789,2023-03-17,Hackney Events,ABBA Arena,177,9500.0
2790,2023-02-18,Happy Hamsters,Copper Box Arena,164,20200.0
2791,2023-02-01,LHC Encounters,Brewers Hall,323,6100.0
2792,2023-08-18,Event and Odd,The Covent Garden Comedy Cellar,348,9000.0
2793,2023-03-04,Kenny Meyer,Courthouse Hotel Shoreditch,266,16600.0
2794,2023-03-16,Heaven & Sky,Lexus Car Dealer Reading,357,35700.0
2795,2023-03-20,Go All Out,ILEC Conference Centre,63,23500.0
2796,2023-05-17,Pantomime Records,Marylebone Theatre,385,9600.0
2797,2023-04-01,Event and Odd,Royal Albert Hall,215,21300.0
2798,2023-02-16,O-mega Events,BMA House,64,29700.0
2799,2023-03-27,Happy Hamsters,Puttshack Bank,227,2500.0
2800,2023-04-03,Happy Hamsters,BMA House,275,5700.0
2801,2023-03-23,special.co.uk,VUE West End,316,12000.0
2802,2023-04-25,The Night Sky,Dalston Roofpark,362,8700.0
2803,2023-03-24,Mirabelle Lafleur,Eventim Apollo,316,13100.0
2804,2023-05-07,Brutal Tunes Inc.,London Museum Docklands,200,5300.0
2805,2023-03-23,special.co.uk,Marylebone Theatre,225,19500.0
2806,2023-03-24,Excellent Experiences Corp.,Islington Assembly Hall,299,11300.0
2807,2023-04-23,Brutal Tunes Inc.,Abbey Road Studios,148,6000.0
2808,2023-04-27,Kenny Meyer,Curve Club,393,7400.0
2809,2023-01-08,Event and Odd,Lio London,218,5200.0
2810,2023-05-12,Moshpit Gigs Ltd.,Linbury Theatre,268,8800.0
2811,2023-01-26,Yes and Yes,Boisdale of Canary Wharf,296,14400.0
2812,2023-05-07,The Night Sky,Brewers Hall,306,29000.0
2813,2023-03-27,Einstein Records,ABBA Arena,389,34800.0
2814,2023-03-22,Ultimate Entertainment Inc.,Courthouse Hotel Shoreditch,291,15300.0
2815,2023-03-30,Mirabelle Lafleur,Big Belly Comedy Club,177,27600.0
2816,2023-03-27,LHC Encounters,Big Belly Comedy Club,175,18400.0
2817,2023-02-18,Urban Entertainment Inc.,VUE West End,347,42400.0
2818,2023-03-28,Moshpit Gigs Ltd.,BMA House,393,6900.0
2819,2023-03-28,Underground Action Lab,O2 Forum Kentish Town,399,5400.0
2820,2023-04-07,Einstein Records,Kensington Conference and Event Centre,77,15600.0
2821,2023-05-15,Shady Santa Ltd.,Marylebone Theatre,100,18500.0
2822,2023-03-29,Underground Action Lab,The Covent Garden Comedy Cellar,62,6000.0
2823,2023-04-08,The Night Sky,Hijingo,344,16100.0
2824,2023-03-31,Hull McRoasted,Dixie Queen,91,7900.0
2825,2023-05-24,Einstein Records,Courthouse Hotel Shoreditch,158,12200.0
2826,2023-01-01,Moshpit Gigs Ltd.,Kensington Conference and Event Centre,310,12200.0
2827,2023-04-01,Arts On End,Eventim Apollo,225,45600.0
2828,2023-04-02,Arts On End,Electric Brixton,309,4400.0
2829,2023-04-02,Ultimate Entertainment Inc.,VUE West End,269,6400.0
2830,2023-03-22,Palavarium,Alexandra Palace,158,42100.0
2831,2023-04-29,Einstein Records,ILEC Conference Centre,302,14100.0
2832,2023-05-02,Jacky Coyote,Curve Club,287,25600.0
2833,2023-02-05,Yes and Yes,Alexandra Palace,129,19600.0
2834,2023-01-21,Mirabelle Lafleur,The Octagon at QMUL,207,8600.0
2835,2023-04-03,Go All Out,Lio London,372,41300.0
2836,2023-04-06,Event and Odd,Abbey Road Studios,326,6900.0
2837,2023-04-07,Ultimate Entertainment Inc.,EartH,311,6600.0
2838,2023-05-03,Underground Action Lab,Lio London,366,4000.0
2839,2023-06-01,Hackney Events,The Bloomsbury Ballroom,313,2200.0
2840,2023-04-10,Urban Entertainment Inc.,Electric Brixton,305,23600.0
2841,2023-03-13,Pantomime Records,Hijingo,87,2900.0
2842,2023-04-08,Heaven & Sky,Backyard Comedy Club,328,9400.0
2843,2023-04-09,Go All Out,Alexandra Palace,370,27200.0
2844,2023-05-31,The Night Sky,Hijingo,50,7000.0
2845,2023-04-10,LHC Encounters,Linbury Theatre,364,18800.0
2846,2023-05-24,Excellent Experiences Corp.,London Museum Docklands,408,6900.0
2847,2023-04-07,Happy Hamsters,Puttshack Bank,283,15300.0
2848,2023-02-27,Brutal Tunes Inc.,Big Belly Comedy Club,339,4900.0
2849,2023-04-12,Palavarium,London Museum Docklands,360,53300.0
2850,2023-05-31,Brutal Tunes Inc.,Cutty Sark,91,23600.0
2851,2023-02-14,Ultimate Entertainment Inc.,Boisdale of Canary Wharf,229,24000.0
2852,2023-04-13,Let's!,VUE West End,320,22400.0
2853,2023-05-18,Brutal Tunes Inc.,Hijingo,345,31700.0
2854,2023-04-14,Brutal Tunes Inc.,Cutty Sark,354,16100.0
2855,2023-04-14,All Night Long Entertainment,ILEC Conference Centre,142,6900.0
2856,2023-04-14,special.co.uk,London Museum Docklands,286,33100.0
2857,2023-05-04,special.co.uk,Backyard Comedy Club,212,29800.0
2858,2023-04-22,All Night Long Entertainment,Puttshack Bank,327,5400.0
2859,2023-04-16,Hackney Events,King's Cross Vision Hall,117,19800.0
2860,2023-06-02,All Night Long Entertainment,Courthouse Hotel Shoreditch,406,17600.0
2861,2023-05-19,Eventually Ltd.,Barbican Centre,141,12100.0
2862,2023-04-16,Hackney Events,Islington Assembly Hall,124,27400.0
2863,2023-06-12,LHC Encounters,The Amadeus,390,5200.0
2864,2023-04-17,Pantomime Records,Hijingo,296,8600.0
2865,2023-04-17,Eventually Ltd.,Lexus Car Dealer Reading,386,4700.0
2866,2023-04-18,All Night Long Entertainment,Abbey Road Studios,285,9200.0
2867,2023-03-12,Let's!,VUE West End,229,24500.0
2868,2023-04-18,O-mega Events,The Octagon at QMUL,365,48200.0
2869,2023-04-22,Ultimate Entertainment Inc.,VUE West End,81,13900.0
2870,2023-06-25,Jacky Coyote,Barbican Centre,377,36300.0
2871,2023-04-20,Let's!,Dalston Roofpark,339,8600.0
2872,2023-05-02,Happy Hamsters,Copper Box Arena,328,21300.0
2873,2023-02-22,Kenny Meyer,VUE West End,382,8700.0
2874,2023-03-07,O-mega Events,King's Cross Vision Hall,204,35500.0
2875,2023-04-22,Urban Entertainment Inc.,Eventim Apollo,371,11100.0
2876,2023-04-11,Pantomime Records,Wembley Stadium,192,56600.0
2877,2023-04-19,Let's!,Cutty Sark,370,71600.0
2878,2023-05-26,Jacky Coyote,Royal Albert Hall,308,5700.0
2879,2023-04-23,Pantomime Records,BMA House,370,28600.0
2880,2023-06-19,Happy Hamsters,Dixie Queen,308,10700.0
2881,2023-04-11,The Night Sky,VUE West End,234,39400.0
2882,2023-03-26,LHC Encounters,ABBA Arena,209,6500.0
2883,2023-03-24,O-mega Events,The Bloomsbury Ballroom,353,25200.0
2884,2023-04-25,Moshpit Gigs Ltd.,Kensington Conference and Event Centre,90,66800.0
2885,2023-06-16,Eventually Ltd.,BMA House,381,9400.0
2886,2023-03-23,Happy Hamsters,VUE West End,362,31400.0
2887,2023-03-20,The Night Sky,Events @ No 6,362,4200.0
2888,2023-04-23,Go All Out,Studio 338,204,7900.0
2889,2023-03-18,Einstein Records,Hijingo,388,15600.0
2890,2023-06-20,Mile End Move It,ABBA Arena,378,13500.0
2891,2023-03-04,Brutal Tunes Inc.,Copper Box Arena,370,9500.0
2892,2023-04-28,Jacky Coyote,Boisdale of Canary Wharf,370,6800.0
2893,2023-07-26,special.co.uk,Kensington Conference and Event Centre,100,27800.0
2894,2023-03-10,Ultimate Entertainment Inc.,The Covent Garden Comedy Cellar,271,52600.0
2895,2023-04-29,The Night Sky,Abbey Road Studios,352,16500.0
2896,2023-04-16,Event and Odd,Cutty Sark,311,19700.0
2897,2023-10-03,Hackney Events,The Dutch Hall,318,5900.0
2898,2023-04-30,Night Out London,Cutty Sark,137,20900.0
2899,2023-03-23,Mirabelle Lafleur,The O2,336,36500.0
2900,2023-06-14,Palavarium,Eventim Apollo,372,7400.0
2901,2023-05-02,Ultimate Entertainment Inc.,Barbican Centre,107,33000.0
2902,2023-04-06,Happy Hamsters,The Bloomsbury Ballroom,362,23500.0
2903,2023-04-23,Excellent Experiences Corp.,Alexandra Palace,401,7300.0
2904,2023-05-11,Heaven & Sky,London Stadium,325,19400.0
2905,2023-04-14,Go All Out,Lighthouse Theatre,359,5200.0
2906,2023-05-07,Kenny Meyer,The Octagon at QMUL,130,12700.0
2907,2023-05-05,Mirabelle Lafleur,Abbey Road Studios,311,41000.0
2908,2023-05-05,Pantomime Records,Dalston Roofpark,372,28400.0
2909,2023-05-06,Jacky Coyote,Curve Club,227,3000.0
2910,2023-03-27,O-mega Events,BMA House,261,30900.0
2911,2023-05-07,O-mega Events,Dalston Roofpark,237,7700.0
2912,2023-05-04,Excellent Experiences Corp.,ILEC Conference Centre,237,17500.0
2913,2023-03-23,Mile End Move It,The Octagon at QMUL,308,14700.0
2914,2023-05-07,Urban Entertainment Inc.,Royal Albert Hall,187,22300.0
2915,2023-05-06,Pantomime Records,Boisdale of Canary Wharf,367,31900.0
2916,2023-06-28,Hackney Events,Boisdale of Canary Wharf,378,2400.0
2917,2023-05-08,Einstein Records,The Dutch Hall,188,27400.0
2918,2023-04-26,Go All Out,Puttshack Bank,13,33900.0
2919,2023-03-21,Night Out London,Lighthouse Theatre,13,5600.0
2920,2023-05-10,Mirabelle Lafleur,Lighthouse Theatre,397,16000.0
2921,2023-05-11,Pantomime Records,EartH,259,5700.0
2922,2023-03-28,Pantomime Records,O2 Forum Kentish Town,284,4600.0
2923,2023-05-11,Brutal Tunes Inc.,The Dutch Hall,329,15100.0
2924,2023-06-12,special.co.uk,Wembley Stadium,394,8900.0
2925,2023-03-05,Ultimate Entertainment Inc.,EartH,303,28800.0
2926,2023-07-06,special.co.uk,Copper Box Arena,386,41800.0
2927,2023-05-12,Pantomime Records,Dalston Roofpark,171,26000.0
2928,2023-05-12,Underground Action Lab,ABBA Arena,227,15100.0
2929,2023-05-14,Night Out London,The Amadeus,147,7900.0
2930,2023-05-14,Mirabelle Lafleur,Barbican Centre,384,21600.0
2931,2023-05-14,Kenny Meyer,London Museum Docklands,268,42900.0
2932,2023-05-14,Arts On End,Copper Box Arena,378,11900.0
2933,2023-05-29,Einstein Records,Lio London,377,22600.0
2934,2023-03-29,Happy Hamsters,Islington Assembly Hall,394,6300.0
2935,2023-04-27,Mile End Move It,Dixie Queen,370,13400.0
2936,2023-05-16,Urban Entertainment Inc.,The Octagon at QMUL,384,18700.0
2937,2023-03-21,Arts On End,The Dutch Hall,254,49000.0
2938,2023-04-25,Happy Hamsters,Backyard Comedy Club,227,2800.0
2939,2023-04-14,Night Out London,O2 Forum Kentish Town,372,35800.0
2940,2023-05-18,Eventually Ltd.,Copper Box Arena,136,14300.0
2941,2023-04-29,Night Out London,BMA House,242,4100.0
2942,2023-04-19,Moshpit Gigs Ltd.,Lio London,384,5200.0
2943,2023-05-29,Hull McRoasted,Events @ No 6,372,12000.0
2944,2023-05-20,Yes and Yes,Royal Albert Hall,33,9400.0
2945,2023-05-21,Kenny Meyer,Lexus Car Dealer Reading,384,38900.0
2946,2023-07-19,O-mega Events,The Amadeus,7,13800.0
2947,2023-05-22,Hackney Events,BMA House,254,46800.0
2948,2023-04-09,Hackney Events,Indigo at The O2,215,27400.0
2949,2023-05-12,Mile End Move It,Marylebone Theatre,130,20900.0
2950,2023-05-24,Let's!,London Museum Docklands,398,7900.0
2951,2023-08-13,Kenny Meyer,Dixie Queen,369,5100.0
2952,2023-07-14,O-mega Events,London Stadium,373,27500.0
2953,2023-05-26,Arts On End,Events @ No 6,347,21000.0
2954,2023-04-22,Einstein Records,Events @ No 6,360,7300.0
2955,2023-05-26,LHC Encounters,London Museum Docklands,366,9500.0
2956,2023-05-27,The Night Sky,ABBA Arena,306,10300.0
2957,2023-03-10,Kenny Meyer,The Covent Garden Comedy Cellar,148,4300.0
2958,2023-06-05,Shady Santa Ltd.,Barbican Centre,134,10400.0
2959,2023-05-28,Arts On End,London Museum Docklands,349,3800.0
2960,2023-06-22,Arts On End,BMA House,374,8400.0
2961,2023-04-29,Ultimate Entertainment Inc.,Hijingo,183,18300.0
2962,2023-05-29,Event and Odd,Abbey Road Studios,73,28300.0
2963,2023-07-14,All Night Long Entertainment,Kensington Conference and Event Centre,274,8800.0
2964,2023-05-31,LHC Encounters,Linbury Theatre,352,6700.0
2965,2023-07-18,Hull McRoasted,Boisdale of Canary Wharf,344,9600.0
2966,2023-05-23,Excellent Experiences Corp.,Big Belly Comedy Club,359,12100.0
2967,2023-04-12,Underground Action Lab,The Bloomsbury Ballroom,351,2200.0
2968,2023-12-22,Event and Odd,Cutty Sark,414,7000.0
2969,2023-06-27,Palavarium,London Museum Docklands,227,13800.0
2970,2023-06-01,Happy Hamsters,Events @ No 6,298,18300.0
2971,2023-04-04,Eventually Ltd.,The Ballroom South Bank,199,8500.0
2972,2023-06-02,Let's!,Islington Assembly Hall,269,18500.0
2973,2023-05-08,Night Out London,The O2,211,17700.0
2974,2023-04-22,Jacky Coyote,Courthouse Hotel Shoreditch,305,54000.0
2975,2023-06-03,Kenny Meyer,Barbican Centre,384,11100.0
2976,2023-06-03,Moshpit Gigs Ltd.,EartH,130,17400.0
2977,2023-07-18,Brutal Tunes Inc.,Courthouse Hotel Shoreditch,395,26500.0
2978,2023-06-23,Excellent Experiences Corp.,Lexus Car Dealer Reading,369,36300.0
2979,2023-07-17,Excellent Experiences Corp.,Dixie Queen,386,12000.0
2980,2023-07-24,LHC Encounters,Hijingo,385,20900.0
2981,2023-06-08,Event and Odd,EartH,366,4800.0
2982,2023-06-08,Urban Entertainment Inc.,The Octagon at QMUL,309,32700.0
2983,2023-06-08,The Night Sky,The Dutch Hall,44,14100.0
2984,2023-04-30,LHC Encounters,Marylebone Theatre,329,38300.0
2985,2023-06-08,Eventually Ltd.,Dalston Roofpark,381,7800.0
2986,2023-06-09,Pantomime Records,The Octagon at QMUL,50,2400.0
2987,2023-07-18,Mile End Move It,Kensington Conference and Event Centre,290,24000.0
2988,2023-06-09,Hackney Events,Barbican Centre,384,57300.0
2989,2023-06-10,Event and Odd,The Ballroom South Bank,134,6400.0
2990,2023-06-23,Arts On End,Indigo at The O2,366,49700.0
2991,2023-06-10,All Night Long Entertainment,The Amadeus,247,23000.0
2992,2023-06-27,Einstein Records,The Covent Garden Comedy Cellar,116,58300.0
2993,2023-05-19,Ultimate Entertainment Inc.,The Ballroom South Bank,304,8600.0
2994,2023-04-27,Moshpit Gigs Ltd.,Lexus Car Dealer Reading,316,32300.0
2995,2023-06-13,Event and Odd,Barbican Centre,210,6000.0
2996,2023-06-13,Moshpit Gigs Ltd.,ABBA Arena,254,5500.0
2997,2023-06-13,Eventually Ltd.,BMA House,385,34700.0
2998,2023-06-14,Hull McRoasted,Copper Box Arena,395,26900.0
2999,2023-04-08,Urban Entertainment Inc.,Abbey Road Studios,287,8300.0
3000,2023-05-22,Go All Out,Lio London,271,22600.0
3001,2023-07-03,Palavarium,Abbey Road Studios,356,9500.0
3002,2023-07-09,Yes and Yes,Alexandra Palace,230,7200.0
3003,2023-06-16,Shady Santa Ltd.,EartH,131,2100.0
3004,2023-06-17,Arts On End,ABBA Arena,254,8000.0
3005,2023-05-07,Happy Hamsters,Electric Brixton,267,4800.0
3006,2023-06-18,All Night Long Entertainment,Puttshack Bank,268,7400.0
3007,2023-04-23,Excellent Experiences Corp.,Events @ No 6,261,8500.0
3008,2023-06-20,Mile End Move It,O2 Forum Kentish Town,263,10500.0
3009,2023-07-03,Go All Out,Wembley Stadium,352,19200.0
3010,2023-12-19,Mile End Move It,Lio London,348,6000.0
3011,2023-09-17,Arts On End,Kensington Conference and Event Centre,10,7500.0
3012,2023-05-15,Excellent Experiences Corp.,London Museum Docklands,394,6700.0
3013,2023-06-23,Arts On End,Islington Assembly Hall,275,6800.0
3014,2023-06-10,Underground Action Lab,London Museum Docklands,305,13900.0
3015,2023-04-28,Heaven & Sky,Electric Brixton,177,18400.0
3016,2023-05-27,Night Out London,Dalston Roofpark,283,11000.0
3017,2023-06-25,Underground Action Lab,Dalston Roofpark,220,2200.0
3018,2023-06-25,Excellent Experiences Corp.,ILEC Conference Centre,34,20100.0
3019,2023-04-25,Arts On End,Boisdale of Canary Wharf,386,37300.0
3020,2023-06-05,O-mega Events,Wembley Stadium,325,2600.0
3021,2023-07-27,Yes and Yes,Cutty Sark,263,7600.0
3022,2023-07-17,Palavarium,Abbey Road Studios,52,44500.0
3023,2023-08-18,Night Out London,The Bloomsbury Ballroom,363,9600.0
3024,2023-08-09,Urban Entertainment Inc.,O2 Forum Kentish Town,371,4400.0
3025,2023-07-08,Ultimate Entertainment Inc.,Hijingo,367,8600.0
3026,2023-06-18,Underground Action Lab,VUE West End,198,52200.0
3027,2023-06-28,O-mega Events,Big Belly Comedy Club,352,12500.0
3028,2023-06-29,Pantomime Records,The Ballroom South Bank,217,31500.0
3029,2023-06-29,Let's!,The O2,278,2400.0
3030,2023-06-29,Go All Out,Lighthouse Theatre,153,3500.0
3031,2023-06-30,Event and Odd,O2 Forum Kentish Town,396,14500.0
3032,2023-06-30,Ultimate Entertainment Inc.,EartH,61,21500.0
3033,2023-06-30,Pantomime Records,Brewers Hall,389,34400.0
3034,2023-07-01,special.co.uk,The Covent Garden Comedy Cellar,328,7500.0
3035,2023-07-02,Underground Action Lab,Curve Club,239,20200.0
3036,2023-07-02,O-mega Events,Lexus Car Dealer Reading,177,7100.0
3037,2023-06-15,Heaven & Sky,Barbican Centre,371,7200.0
3038,2023-07-18,Yes and Yes,The Amadeus,386,30800.0
3039,2023-05-15,Let's!,Hijingo,278,16600.0
3040,2023-08-20,Excellent Experiences Corp.,O2 Forum Kentish Town,367,9100.0
3041,2023-03-25,Go All Out,Kensington Conference and Event Centre,362,43200.0
3042,2023-07-04,Let's!,The Dutch Hall,278,3400.0
3043,2023-07-04,Shady Santa Ltd.,Electric Brixton,264,6300.0
3044,2023-07-24,Pantomime Records,Indigo at The O2,412,24700.0
3045,2023-08-11,Mile End Move It,Hijingo,328,17000.0
3046,2023-07-07,Moshpit Gigs Ltd.,Boisdale of Canary Wharf,373,34200.0
3047,2023-07-05,Palavarium,Cutty Sark,400,6200.0
3048,2023-07-08,All Night Long Entertainment,The Dutch Hall,375,52700.0
3049,2023-08-21,Heaven & Sky,Royal Albert Hall,329,27800.0
3050,2023-08-08,Excellent Experiences Corp.,EartH,341,7200.0
3051,2023-07-09,Arts On End,O2 Forum Kentish Town,396,36100.0
3052,2023-05-16,Underground Action Lab,Courthouse Hotel Shoreditch,359,8800.0
3053,2023-07-09,Hackney Events,The Dutch Hall,326,32900.0
3054,2023-07-10,Heaven & Sky,Alexandra Palace,416,8200.0
3055,2023-05-01,Event and Odd,Kensington Conference and Event Centre,261,11700.0
3056,2023-09-20,Event and Odd,King's Cross Vision Hall,348,7800.0
3057,2023-08-02,Shady Santa Ltd.,Hijingo,318,34900.0
3058,2023-07-11,O-mega Events,The Octagon at QMUL,41,8400.0
3059,2023-07-14,Palavarium,Puttshack Bank,317,10000.0
3060,2023-05-25,All Night Long Entertainment,Hijingo,393,43200.0
3061,2023-09-02,Shady Santa Ltd.,The O2,357,29200.0
3062,2023-04-05,Underground Action Lab,Lio London,218,5500.0
3063,2023-08-23,Hackney Events,Electric Brixton,394,14200.0
3064,2023-11-01,LHC Encounters,Brewers Hall,306,11200.0
3065,2023-05-31,special.co.uk,The Bloomsbury Ballroom,320,17700.0
3066,2023-07-17,Moshpit Gigs Ltd.,Boisdale of Canary Wharf,344,6900.0
3067,2023-06-08,Kenny Meyer,The O2,192,23200.0
3068,2023-06-27,Let's!,Courthouse Hotel Shoreditch,395,4800.0
3069,2023-07-17,O-mega Events,Copper Box Arena,93,21300.0
3070,2023-06-09,Eventually Ltd.,Barbican Centre,352,55000.0
3071,2023-04-04,Mirabelle Lafleur,Lexus Car Dealer Reading,309,22000.0
3072,2023-07-15,Night Out London,The O2,368,12800.0
3073,2023-07-18,Let's!,Lexus Car Dealer Reading,41,39900.0
3074,2023-10-12,Palavarium,Lio London,206,20500.0
3075,2023-08-23,Urban Entertainment Inc.,Lio London,296,15600.0
3076,2023-08-01,Einstein Records,Linbury Theatre,404,2100.0
3077,2023-07-03,Hull McRoasted,London Museum Docklands,372,3600.0
3078,2023-05-27,Kenny Meyer,Copper Box Arena,274,8500.0
3079,2023-08-06,Palavarium,Events @ No 6,365,5100.0
3080,2023-07-19,Einstein Records,ABBA Arena,337,20500.0
3081,2023-09-16,special.co.uk,Abbey Road Studios,283,12900.0
3082,2023-07-21,Palavarium,The Octagon at QMUL,423,8900.0
3083,2023-08-26,Yes and Yes,Puttshack Bank,153,18800.0
3084,2023-07-23,Jacky Coyote,The Octagon at QMUL,155,9100.0
3085,2023-07-23,The Night Sky,Linbury Theatre,374,2100.0
3086,2023-08-24,Event and Odd,Lexus Car Dealer Reading,367,15400.0
3087,2023-09-13,Shady Santa Ltd.,Abbey Road Studios,414,7500.0
3088,2023-10-05,All Night Long Entertainment,Hijingo,131,21500.0
3089,2023-07-25,Yes and Yes,King's Cross Vision Hall,369,42100.0
3090,2023-07-25,Hackney Events,London Museum Docklands,196,22200.0
3091,2023-07-25,Underground Action Lab,Boisdale of Canary Wharf,346,8900.0
3092,2023-07-27,Einstein Records,Boisdale of Canary Wharf,182,6800.0
